name,summary
Spring MVC,"En informatique, Spring est un framework open source pour construire et définir l'infrastructure d'une application Java, dont il facilite le développement et les tests.
En 2004, Rod Johnson a écrit le livre Expert One-on-One J2EE Design and Development qui explique les raisons de la création de Spring..
"
Statistical Data Analysis,"Data analysis  is a process of inspecting, cleansing, transforming, and modeling data with the goal of discovering useful information, informing conclusions, and supporting decision-making. Data analysis has multiple facets and approaches, encompassing diverse techniques under a variety of names, and is used in different business, science, and social science domains. In today's business world, data analysis plays a role in making decisions more scientific and helping businesses operate more effectively.Data mining is a particular data analysis technique that focuses on statistical modeling and knowledge discovery for predictive rather than purely descriptive purposes, while business intelligence covers data analysis that relies heavily on aggregation, focusing mainly on business information. In statistical applications, data analysis can be divided into descriptive statistics, exploratory data analysis (EDA), and confirmatory data analysis (CDA). EDA focuses on discovering new features in the data while CDA focuses on confirming or falsifying existing hypotheses. Predictive analytics focuses on the application of statistical models for predictive forecasting or classification, while text analytics applies statistical, linguistic, and structural techniques to extract and classify information from textual sources, a species of unstructured data. All of the above are varieties of data analysis.Data integration is a precursor to data analysis, and data analysis is closely linked to data visualization and data dissemination.

.
"
Strategic Marketing,"Marketing strategy allows organizations to focus limited resources on best opportunities to increase sales and achieve a competitive advantage in the market.Strategic marketing emerged in the 1970s/80s as a distinct field of study, further building on strategic management. Marketing strategy highlights the role of marketing as a link between the organization and its customers, leveraging the combination of resources and capabilities within an organization to achieve a competitive advantage (Cacciolatti & Lee, 2016)..
"
Stratégie commerciale,"Une stratégie marketing est une démarche d’étude et de réflexion dont le but serait de s'approcher au plus près de l’adéquation offre-demande.
Cette démarche s'inscrit au sein de la stratégie de l'entreprise ou de plans marketing d'organisations.
Il s'agit pour l'entreprise de viser à augmenter le chiffre d'affaires, les parts de marché et la permanence des clients par différenciation, motivation ou adaptation de l'offre solvable augmentant ainsi les économies d'échelle.
Dans ce cadre, le marketing stratégique, composante de la stratégie marketing, s'assure auprès des autres fonctions clés de l'entreprise (gestion de la qualité, logistique, management du système d'information, gestion des ressources humaines) de la faisabilité de l'offre.
La stratégie marketing se confond souvent avec la stratégie d'entreprise notamment dans les organisations faisant appel à un nombre restreint de métiers (de DAS) et négocie ainsi directement l'optimisation des synergies (ou flexibilité) de l'organisation et la rentabilité attendue par le service financier.
En fait, elle se résume souvent à l'élaboration d'un marketing-mix dont la cible désignée est le client..
"
Stratégie de commercialisation,"Une stratégie marketing est une démarche d’étude et de réflexion dont le but serait de s'approcher au plus près de l’adéquation offre-demande.
Cette démarche s'inscrit au sein de la stratégie de l'entreprise ou de plans marketing d'organisations.
Il s'agit pour l'entreprise de viser à augmenter le chiffre d'affaires, les parts de marché et la permanence des clients par différenciation, motivation ou adaptation de l'offre solvable augmentant ainsi les économies d'échelle.
Dans ce cadre, le marketing stratégique, composante de la stratégie marketing, s'assure auprès des autres fonctions clés de l'entreprise (gestion de la qualité, logistique, management du système d'information, gestion des ressources humaines) de la faisabilité de l'offre.
La stratégie marketing se confond souvent avec la stratégie d'entreprise notamment dans les organisations faisant appel à un nombre restreint de métiers (de DAS) et négocie ainsi directement l'optimisation des synergies (ou flexibilité) de l'organisation et la rentabilité attendue par le service financier.
En fait, elle se résume souvent à l'élaboration d'un marketing-mix dont la cible désignée est le client..
"
Stratégie de marketing d’événements,"Une stratégie marketing est une démarche d’étude et de réflexion dont le but serait de s'approcher au plus près de l’adéquation offre-demande.
Cette démarche s'inscrit au sein de la stratégie de l'entreprise ou de plans marketing d'organisations.
Il s'agit pour l'entreprise de viser à augmenter le chiffre d'affaires, les parts de marché et la permanence des clients par différenciation, motivation ou adaptation de l'offre solvable augmentant ainsi les économies d'échelle.
Dans ce cadre, le marketing stratégique, composante de la stratégie marketing, s'assure auprès des autres fonctions clés de l'entreprise (gestion de la qualité, logistique, management du système d'information, gestion des ressources humaines) de la faisabilité de l'offre.
La stratégie marketing se confond souvent avec la stratégie d'entreprise notamment dans les organisations faisant appel à un nombre restreint de métiers (de DAS) et négocie ainsi directement l'optimisation des synergies (ou flexibilité) de l'organisation et la rentabilité attendue par le service financier.
En fait, elle se résume souvent à l'élaboration d'un marketing-mix dont la cible désignée est le client..
"
Stratégie digitale,"Digital marketing is the component of marketing that uses the Internet and online based digital technologies such as desktop computers, mobile phones and other digital media and platforms to promote products and services. Its development during the 1990s and 2000s changed the way brands and businesses use technology for marketing. As digital platforms became increasingly incorporated into marketing plans and everyday life, and as people increasingly use digital devices instead of visiting physical shops, digital marketing campaigns have become prevalent, employing combinations of search engine optimization (SEO), search engine marketing (SEM), content marketing, influencer marketing, content automation, campaign marketing, data-driven marketing, e-commerce marketing, social media marketing, social media optimization, e-mail direct marketing, display advertising, e–books, and optical disks and games have become commonplace. Digital marketing extends to non-Internet channels that provide digital media, such as television, mobile phones (SMS and MMS), callback, and on-hold mobile ring tones. The extension to non-Internet channels differentiates digital marketing from online advertising..
"
Stratégie marketing,"Une stratégie marketing est une démarche d’étude et de réflexion dont le but serait de s'approcher au plus près de l’adéquation offre-demande.
Cette démarche s'inscrit au sein de la stratégie de l'entreprise ou de plans marketing d'organisations.
Il s'agit pour l'entreprise de viser à augmenter le chiffre d'affaires, les parts de marché et la permanence des clients par différenciation, motivation ou adaptation de l'offre solvable augmentant ainsi les économies d'échelle.
Dans ce cadre, le marketing stratégique, composante de la stratégie marketing, s'assure auprès des autres fonctions clés de l'entreprise (gestion de la qualité, logistique, management du système d'information, gestion des ressources humaines) de la faisabilité de l'offre.
La stratégie marketing se confond souvent avec la stratégie d'entreprise notamment dans les organisations faisant appel à un nombre restreint de métiers (de DAS) et négocie ainsi directement l'optimisation des synergies (ou flexibilité) de l'organisation et la rentabilité attendue par le service financier.
En fait, elle se résume souvent à l'élaboration d'un marketing-mix dont la cible désignée est le client..
"
Suivi de projets,"La gestion de projet, la conduite de projet, l'ingénierie de projet, ou encore le management de projet est l'ensemble des activités visant à organiser le bon déroulement d’un projet et à en atteindre les objectifs en temps et en heures selon les objectifs visés. 
Elle consiste à appliquer les méthodes, techniques, et outils de gestion spécifiques aux différentes étapes du projet, de l'évaluation de l'opportunité jusqu'à l'achèvement du projet..
"
Suivi du statut de projets,"La gestion de projet, la conduite de projet, l'ingénierie de projet, ou encore le management de projet est l'ensemble des activités visant à organiser le bon déroulement d’un projet et à en atteindre les objectifs en temps et en heures selon les objectifs visés. 
Elle consiste à appliquer les méthodes, techniques, et outils de gestion spécifiques aux différentes étapes du projet, de l'évaluation de l'opportunité jusqu'à l'achèvement du projet..
"
Supply Chain,"In commerce, a supply chain is a network of facilities that procure raw materials, transform them into intermediate goods and then final products to customers through a distribution system. It refers to the network of organizations, people, activities, information, and resources involved in delivering a product or service to a consumer. Supply chain activities involve the transformation of natural resources, raw materials, and components into a finished product and delivering the same to the end customer. In sophisticated supply chain systems, used products may re-enter the supply chain at any point where residual value is recyclable. Supply chains link value chains. Suppliers in a supply chain are often ranked by ""tier"", with first-tier suppliers supplying directly to the client, second-tier suppliers supplying to the first tier, and so on.

.
"
Supply Chain Management,"In commerce, supply chain management (SCM) is the management of the flow of goods and services includes all processes that transform raw materials into final products between businesses and locations. This can include the movement and storage of raw materials, work-in-process inventory, finished goods, and end to end order fulfilment from the point of origin to the point of consumption. Interconnected, interrelated or interlinked networks, channels and node businesses combine in the provision of products and services required by end customers in a supply chain.Supply-chain management has been defined as the ""design, planning, execution, control, and monitoring of supply chain activities with the objective of creating net value, building a competitive infrastructure, leveraging worldwide logistics, synchronising supply with demand and measuring performance globally"".
SCM practice draws heavily on industrial engineering, systems engineering, operations management, logistics, procurement, information technology and marketing, and strives for an integrated, multidisciplinary, multimethod approach. Marketing channels play an important role in supply-chain management. Current research in supply-chain management is concerned with topics related to sustainability and risk management, among others. An important concept discussed in SCM is supply chain resilience. Some suggest that the “people dimension” of SCM, ethical issues, internal integration, transparency/visibility, and human capital/talent management are topics that have, so far, been underrepresented on the research agenda. SCM is the broad range of activities required to plan, control and execute a product's flow from materials to production to distribution in the most economical way possible. SCM encompasses the integrated planning and execution of processes required to optimize the flow of materials, information and capital in functions that broadly include demand planning, sourcing, production, inventory management and logistics—or storage and transportation.Although it has the same goals as supply chain engineering, supply chain management is focused on a more traditional management and business based approach, whereas supply chain engineering is focused on a mathematical model based one..
"
Surveillance de projet,"Project management is the process of leading the work of a team to achieve all project goals within the given constraints. This information is usually described in project documentation, created at the beginning of the development process. The primary constraints are scope, time, and budget. The secondary challenge is to optimize the allocation of necessary inputs and apply them to meet pre-defined objectives.
The objective of project management is to produce a complete project which complies with the client's objectives. In many cases, the objective of project management is also to shape or reform the client's brief to feasibly address the client's objectives. Once the client's objectives are clearly established, they should influence all decisions made by other people involved in the project – for example, project managers, designers, contractors, and subcontractors. Ill-defined or too tightly prescribed project management objectives are detrimental to decision-making.
A project is a temporary and unique endeavor designed to produce a product, service, or result with a defined beginning and end (usually time-constrained, and often constrained by funding or staffing) undertaken to meet unique goals and objectives, typically to bring about beneficial change or added value.  The temporary nature of projects stands in contrast with business as usual (or operations), which are repetitive, permanent, or semi-permanent functional activities to produce products or services. In practice, the management of such distinct production approaches requires the development of distinct technical skills and management strategies..
"
Sécurité de l'information,"La sécurité de l'information est un ensemble de pratiques visant à protéger des données.
La sécurité de l'information n'est confinée ni aux systèmes informatiques, ni à l'information dans sa forme numérique ou électronique. Au contraire, elle s'applique à tous les aspects de la sûreté, la garantie, et la protection d'une donnée ou d'une information, quelle que soit sa forme..
"
Sécurité des données,"La sécurité des systèmes d’information (SSI) ou plus simplement sécurité informatique, est l’ensemble des moyens techniques, organisationnels, juridiques et humains nécessaires à la mise en place de moyens visant à empêcher l'utilisation non autorisée, le mauvais usage, la modification ou le détournement du système d'information. Assurer la sécurité du système d'information est une activité du management du système d'information.
Aujourd’hui, la sécurité est un enjeu majeur pour les entreprises ainsi que pour l’ensemble des acteurs qui l’entourent. Elle n'est plus confinée uniquement au rôle de l’informaticien. Sa finalité sur le long terme est de maintenir la confiance des utilisateurs et des clients. La finalité sur le moyen terme est la cohérence de l’ensemble du système d’information. Sur le court terme, l’objectif est que chacun ait accès aux informations dont il a besoin. La norme traitant des systèmes de management de la sécurité de l'information (SMSI) est l’ISO/CEI 27001 qui insiste sur Confidentiality – Integrity – Availability, c'est-à-dire en français disponibilité, intégrité et confidentialité..
"
Sécurité informatique,"La sécurité des systèmes d’information (SSI) ou plus simplement sécurité informatique, est l’ensemble des moyens techniques, organisationnels, juridiques et humains nécessaires à la mise en place de moyens visant à empêcher l'utilisation non autorisée, le mauvais usage, la modification ou le détournement du système d'information. Assurer la sécurité du système d'information est une activité du management du système d'information.
Aujourd’hui, la sécurité est un enjeu majeur pour les entreprises ainsi que pour l’ensemble des acteurs qui l’entourent. Elle n'est plus confinée uniquement au rôle de l’informaticien. Sa finalité sur le long terme est de maintenir la confiance des utilisateurs et des clients. La finalité sur le moyen terme est la cohérence de l’ensemble du système d’information. Sur le court terme, l’objectif est que chacun ait accès aux informations dont il a besoin. La norme traitant des systèmes de management de la sécurité de l'information (SMSI) est l’ISO/CEI 27001 qui insiste sur Confidentiality – Integrity – Availability, c'est-à-dire en français disponibilité, intégrité et confidentialité..
"
Test,"En informatique, un test désigne une procédure de vérification partielle d'un système. Son objectif principal est d'identifier un nombre maximal de comportements problématiques du logiciel. Il permet ainsi, dès lors que les problèmes identifiés seront corrigés, d'en augmenter la qualité.
D'une manière plus générale, le test désigne toutes les activités qui consistent à rechercher des informations quant à la qualité du système afin de permettre la prise de décisions.
Un test ressemble à une expérience scientifique. Il examine une hypothèse exprimée en fonction de trois éléments : les données en entrée, l'objet à tester et les observations attendues. Cet examen est effectué sous conditions contrôlées pour pouvoir tirer des conclusions et, dans l'idéal, être reproduit..
"
Traitement automatique du langage naturel,"Le traitement automatique de la langue naturelle (TALN) ou traitement automatique des langues (TAL), plus couramment appelé NLP (de l'anglais : natural langage processing)  est un domaine multidisciplinaire impliquant la linguistique, l'informatique et l'intelligence artificielle, qui vise à créer des outils de traitement de la langue naturelle pour diverses applications. Il ne doit pas être confondu avec la linguistique informatique, qui vise à comprendre les langues au moyen d'outils informatiques.
Le TALN est sorti des laboratoires de recherche pour être progressivement mis en œuvre dans des applications informatiques nécessitant l'intégration du langage humain à la machine. Aussi le TALN est-il parfois appelé ingénierie linguistique. En France, le traitement automatique de la langue naturelle a sa revue, Traitement automatique des langues, publiée par l’Association pour le traitement automatique des langues (ATALA).

.
"
UI Design,"User interface (UI) design or user interface engineering is the design of user interfaces for machines and software, such as computers, home appliances, mobile devices, and other electronic devices, with the focus on maximizing usability and the user experience. In computer or software design, user interface (UI) design primarily focuses on information architecture. It is the process of building interfaces that clearly communicates to the user what's important. UI design refers to graphical user interfaces and other forms of interface design. The goal of user interface design is to make the user's interaction as simple and efficient as possible, in terms of accomplishing user goals (user-centered design).
User interfaces are the points of interaction between users and designs. There are three types:

Graphical user interfaces (GUIs) - Users interact with visual representations on a computer's screen. The desktop is an example of a GUI.
Interfaces controlled through voice - Users interact with these through their voices. Most smart assistants, such as Siri on smartphones or Alexa on Amazon devices, use voice control.
Interactive interfaces utilizing gestures- Users interact with 3D design environments through their bodies, e.g., in virtual reality (VR) games.Interface design is involved in a wide range of projects, from computer systems, to cars, to commercial planes; all of these projects involve much of the same basic human interactions yet also require some unique skills and knowledge. As a result, designers tend to specialize in certain types of projects and have skills centered on their expertise, whether it is software design, user research, web design, or industrial design.
Good user interface design facilitates finishing the task at hand without drawing unnecessary attention to itself. Graphic design and typography are utilized to support its usability, influencing how the user performs certain interactions and improving the aesthetic appeal of the design; design aesthetics may enhance or detract from the ability of users to use the functions of the interface. The design process must balance technical functionality and visual elements (e.g., mental model) to create a system that is not only operational but also usable and adaptable to changing user needs.

.
"
UI/UX design,"User interface (UI) design or user interface engineering is the design of user interfaces for machines and software, such as computers, home appliances, mobile devices, and other electronic devices, with the focus on maximizing usability and the user experience. In computer or software design, user interface (UI) design primarily focuses on information architecture. It is the process of building interfaces that clearly communicates to the user what's important. UI design refers to graphical user interfaces and other forms of interface design. The goal of user interface design is to make the user's interaction as simple and efficient as possible, in terms of accomplishing user goals (user-centered design).
User interfaces are the points of interaction between users and designs. There are three types:

Graphical user interfaces (GUIs) - Users interact with visual representations on a computer's screen. The desktop is an example of a GUI.
Interfaces controlled through voice - Users interact with these through their voices. Most smart assistants, such as Siri on smartphones or Alexa on Amazon devices, use voice control.
Interactive interfaces utilizing gestures- Users interact with 3D design environments through their bodies, e.g., in virtual reality (VR) games.Interface design is involved in a wide range of projects, from computer systems, to cars, to commercial planes; all of these projects involve much of the same basic human interactions yet also require some unique skills and knowledge. As a result, designers tend to specialize in certain types of projects and have skills centered on their expertise, whether it is software design, user research, web design, or industrial design.
Good user interface design facilitates finishing the task at hand without drawing unnecessary attention to itself. Graphic design and typography are utilized to support its usability, influencing how the user performs certain interactions and improving the aesthetic appeal of the design; design aesthetics may enhance or detract from the ability of users to use the functions of the interface. The design process must balance technical functionality and visual elements (e.g., mental model) to create a system that is not only operational but also usable and adaptable to changing user needs.

.
"
UX design,"User interface (UI) design or user interface engineering is the design of user interfaces for machines and software, such as computers, home appliances, mobile devices, and other electronic devices, with the focus on maximizing usability and the user experience. In computer or software design, user interface (UI) design primarily focuses on information architecture. It is the process of building interfaces that clearly communicates to the user what's important. UI design refers to graphical user interfaces and other forms of interface design. The goal of user interface design is to make the user's interaction as simple and efficient as possible, in terms of accomplishing user goals (user-centered design).
User interfaces are the points of interaction between users and designs. There are three types:

Graphical user interfaces (GUIs) - Users interact with visual representations on a computer's screen. The desktop is an example of a GUI.
Interfaces controlled through voice - Users interact with these through their voices. Most smart assistants, such as Siri on smartphones or Alexa on Amazon devices, use voice control.
Interactive interfaces utilizing gestures- Users interact with 3D design environments through their bodies, e.g., in virtual reality (VR) games.Interface design is involved in a wide range of projects, from computer systems, to cars, to commercial planes; all of these projects involve much of the same basic human interactions yet also require some unique skills and knowledge. As a result, designers tend to specialize in certain types of projects and have skills centered on their expertise, whether it is software design, user research, web design, or industrial design.
Good user interface design facilitates finishing the task at hand without drawing unnecessary attention to itself. Graphic design and typography are utilized to support its usability, influencing how the user performs certain interactions and improving the aesthetic appeal of the design; design aesthetics may enhance or detract from the ability of users to use the functions of the interface. The design process must balance technical functionality and visual elements (e.g., mental model) to create a system that is not only operational but also usable and adaptable to changing user needs.

.
"
Urban Design,"Urban design is an approach to the design of buildings and the spaces between them that focuses on specific design processes and outcomes. In addition to designing and shaping the physical features of towns, cities, and regional spaces, urban design considers  ‘bigger picture’ issues of economic, social and environmental value and social design. Scope of a project can range from a local street or public space to an entire city and surrounding areas.  Urban designers connect the fields of architecture, landscape architecture and urban planning to better organize physical space and community environments.Some important focuses of urban design on this page include its historical impact, paradigm shifts, its interdisciplinary nature, and issues related to urban design..
"
Urban Planning,"Urban planning, also known as town planning, city planning, regional planning, or rural planning, is a technical and political process that is focused on the development and design of land use and the built environment, including air, water, and the infrastructure passing into and out of urban areas, such as transportation, communications, and distribution networks and their accessibility. Traditionally, urban planning followed a top-down approach in master planning the physical layout of human settlements. The primary concern was the public welfare, which included considerations of efficiency, sanitation, protection and use of the environment, as well as effects of the master plans on the social and economic activities. Over time, urban planning has adopted a focus on the social and environmental bottom-lines that focus on planning as a tool to improve the health and well-being of people while maintaining sustainability standards. Sustainable development was added as one of the main goals of all planning endeavors in the late 20th century when the detrimental economic and the environmental impacts of the previous models of planning had become apparent. Similarly, in the early 21st century, Jane Jacob's writings on legal and political perspectives to emphasize the interests of residents, businesses and communities effectively influenced urban planners to take into broader consideration of resident experiences and needs while planning.
Urban planning answers questions about how people will live, work and play in a given area and thus, guides orderly development in urban, suburban and rural areas. Although predominantly concerned with the planning of settlements and communities, urban planners are also responsible for planning the efficient transportation of goods, resources, people and waste; the distribution of basic necessities such as water and electricity; a sense of inclusion and opportunity for people of all kinds, culture and needs; economic growth or business development; improving health and conserving areas of natural environmental significance that actively contributes to reduction in CO2 emissions as well as protecting heritage structures and built environments. Since most urban planning teams consist of highly educated individuals that work for city governments, recent debates focus on how to involve more community members in city planning processes.
Urban planning is an interdisciplinary field that includes civil engineering, architecture, human geography, politics, social science and design sciences. Practitioners of urban planning are concerned with research and analysis, strategic thinking, Engineering architecture, urban design, public consultation, policy recommendations, implementation and management. It is closely related to the field of urban design and some urban planners provide designs for streets, parks, buildings and other urban areas. Urban planners work with the cognate fields of civil engineering, landscape architecture, architecture, and public administration to achieve strategic, policy and sustainability goals. Early urban planners were often members of these cognate fields though today, urban planning is a separate, independent professional discipline. The discipline of urban planning is the broader category that includes different sub-fields such as land-use planning, zoning, economic development, environmental planning, and transportation planning. Creating the plans requires a thorough understanding of penal codes and zonal codes of planning.
Another important aspect of urban planning is that the range of urban planning projects include the large-scale master planning of empty sites or Greenfield projects as well as small-scale interventions and refurbishments of existing structures, buildings and public spaces. Pierre Charles L'Enfant in Washington DC, Daniel Burnham in Chicago, Lucio Costa in Brasilia and Georges-Eugene Haussmann in Paris planned cities from scratch, and Robert Moses and Le Corbusier refurbished and transformed cities and neighbourhoods to meet their ideas of urban planning.

.
"
Urbanisme,"L'urbanisme est l'ensemble des sciences, des techniques et des arts relatifs à l'organisation et à l'aménagement des espaces urbains. Ce projet peut être sous-tendu par une volonté d'assurer le bien-être de l'homme et d'améliorer les rapports sociaux en préservant l'environnement. Les professionnels qui exercent ce métier sont des urbanistes.
Selon les traditions académiques, cette discipline est associée tantôt à l'architecture, tantôt à la géographie, selon l'aspect mis en avant, l'intervention urbaine ou l'étude théorique. En France, l'enseignement et la recherche universitaire dans ce champ relèvent d'une section spécifique du Conseil national des universités (24, Aménagement de l'espace, Urbanisme).
L'urbaniste Pierre Merlin écrit :

« Les géographes ont souvent eu tendance à considérer, en France notamment, l'aménagement (et en particulier l'aménagement urbain, voire l'urbanisme) comme un prolongement naturel de leur discipline. Il s'agit en fait de champs d'action pluridisciplinaires par nature qui ne sauraient être l'apanage d'une seule discipline quelle qu'elle soit. Mais la géographie, discipline de l'espace à différentes échelles, est concernée au premier chef. »

L'urbanisme intègre le domaine de la planification spatiale et met en pratique les méthodes de la planification au service de l'aménagement du territoire et de l'urbanisme. On distingue différentes échelles de la planification spatiale :

le territoire national : l'aménagement du territoire ;
la région, le massif ou une bande littorale : la planification régionale ;
le quartier, la ville, jusqu'à l'agglomération : l'urbanisme ;
l'îlot ou un groupe de bâtiments dont la composition n'atteint pas la superficie du quartier : la composition urbaine ;
le bâtiment : l'architecture..
"
Web Marketing,"Digital marketing is the component of marketing that uses the Internet and online based digital technologies such as desktop computers, mobile phones and other digital media and platforms to promote products and services. Its development during the 1990s and 2000s changed the way brands and businesses use technology for marketing. As digital platforms became increasingly incorporated into marketing plans and everyday life, and as people increasingly use digital devices instead of visiting physical shops, digital marketing campaigns have become prevalent, employing combinations of search engine optimization (SEO), search engine marketing (SEM), content marketing, influencer marketing, content automation, campaign marketing, data-driven marketing, e-commerce marketing, social media marketing, social media optimization, e-mail direct marketing, display advertising, e–books, and optical disks and games have become commonplace. Digital marketing extends to non-Internet channels that provide digital media, such as television, mobile phones (SMS and MMS), callback, and on-hold mobile ring tones. The extension to non-Internet channels differentiates digital marketing from online advertising..
"
Web design,"La création et la conception de site web ou web design est la conception de l'interface web : l’architecture interactionnelle, l’organisation des pages, l’arborescence et la navigation dans un site web. La conception d'un design web tient compte des contraintes spécifiques du support Internet, notamment en matière d’ergonomie, d’utilisabilité et d’accessibilité.
Le web design réclame donc des compétences en programmation, en ergonomie et en interactivité, ainsi qu'une bonne connaissance des contraintes techniques liées à ce domaine. Ces contraintes techniques incluent la diversité des terminaux web et de leurs affichages, l'accessibilité, les spécificités des différents langages et processus, la portabilité, le respect des recommandations du W3C, etc.
Le web design d'un site se présente en premier temps sous forme de maquette fonctionnelle avec des spécifications techniques : ergonomie, charte graphique, identité visuelle, marketing, interactivité. 
Un site web peut être constitué par une simple page statique au format HTML éventuellement  mise en forme ou enrichie de CSS incluant des images et des liens vers d'autres contenus, ou constitué de contenus dynamiques ou l'on peut greffer des fonctionnalités pour le rendre interactif avec des services programmés en Java, PHP ou autre langage serveur, des formulaires supposant un traitement en JavaScript, ou Ajax. Il peut reposer sur des technologies de base de données, par exemple MySQL ou MongoDB..
"
Webdesign,"La création et la conception de site web ou web design est la conception de l'interface web : l’architecture interactionnelle, l’organisation des pages, l’arborescence et la navigation dans un site web. La conception d'un design web tient compte des contraintes spécifiques du support Internet, notamment en matière d’ergonomie, d’utilisabilité et d’accessibilité.
Le web design réclame donc des compétences en programmation, en ergonomie et en interactivité, ainsi qu'une bonne connaissance des contraintes techniques liées à ce domaine. Ces contraintes techniques incluent la diversité des terminaux web et de leurs affichages, l'accessibilité, les spécificités des différents langages et processus, la portabilité, le respect des recommandations du W3C, etc.
Le web design d'un site se présente en premier temps sous forme de maquette fonctionnelle avec des spécifications techniques : ergonomie, charte graphique, identité visuelle, marketing, interactivité. 
Un site web peut être constitué par une simple page statique au format HTML éventuellement  mise en forme ou enrichie de CSS incluant des images et des liens vers d'autres contenus, ou constitué de contenus dynamiques ou l'on peut greffer des fonctionnalités pour le rendre interactif avec des services programmés en Java, PHP ou autre langage serveur, des formulaires supposant un traitement en JavaScript, ou Ajax. Il peut reposer sur des technologies de base de données, par exemple MySQL ou MongoDB..
"
Webdesigner,"La création et la conception de site web ou web design est la conception de l'interface web : l’architecture interactionnelle, l’organisation des pages, l’arborescence et la navigation dans un site web. La conception d'un design web tient compte des contraintes spécifiques du support Internet, notamment en matière d’ergonomie, d’utilisabilité et d’accessibilité.
Le web design réclame donc des compétences en programmation, en ergonomie et en interactivité, ainsi qu'une bonne connaissance des contraintes techniques liées à ce domaine. Ces contraintes techniques incluent la diversité des terminaux web et de leurs affichages, l'accessibilité, les spécificités des différents langages et processus, la portabilité, le respect des recommandations du W3C, etc.
Le web design d'un site se présente en premier temps sous forme de maquette fonctionnelle avec des spécifications techniques : ergonomie, charte graphique, identité visuelle, marketing, interactivité. 
Un site web peut être constitué par une simple page statique au format HTML éventuellement  mise en forme ou enrichie de CSS incluant des images et des liens vers d'autres contenus, ou constitué de contenus dynamiques ou l'on peut greffer des fonctionnalités pour le rendre interactif avec des services programmés en Java, PHP ou autre langage serveur, des formulaires supposant un traitement en JavaScript, ou Ajax. Il peut reposer sur des technologies de base de données, par exemple MySQL ou MongoDB..
"
Webmaster Services,"La création et la conception de site web ou web design est la conception de l'interface web : l’architecture interactionnelle, l’organisation des pages, l’arborescence et la navigation dans un site web. La conception d'un design web tient compte des contraintes spécifiques du support Internet, notamment en matière d’ergonomie, d’utilisabilité et d’accessibilité.
Le web design réclame donc des compétences en programmation, en ergonomie et en interactivité, ainsi qu'une bonne connaissance des contraintes techniques liées à ce domaine. Ces contraintes techniques incluent la diversité des terminaux web et de leurs affichages, l'accessibilité, les spécificités des différents langages et processus, la portabilité, le respect des recommandations du W3C, etc.
Le web design d'un site se présente en premier temps sous forme de maquette fonctionnelle avec des spécifications techniques : ergonomie, charte graphique, identité visuelle, marketing, interactivité. 
Un site web peut être constitué par une simple page statique au format HTML éventuellement  mise en forme ou enrichie de CSS incluant des images et des liens vers d'autres contenus, ou constitué de contenus dynamiques ou l'on peut greffer des fonctionnalités pour le rendre interactif avec des services programmés en Java, PHP ou autre langage serveur, des formulaires supposant un traitement en JavaScript, ou Ajax. Il peut reposer sur des technologies de base de données, par exemple MySQL ou MongoDB..
"
Webmastering,"La création et la conception de site web ou web design est la conception de l'interface web : l’architecture interactionnelle, l’organisation des pages, l’arborescence et la navigation dans un site web. La conception d'un design web tient compte des contraintes spécifiques du support Internet, notamment en matière d’ergonomie, d’utilisabilité et d’accessibilité.
Le web design réclame donc des compétences en programmation, en ergonomie et en interactivité, ainsi qu'une bonne connaissance des contraintes techniques liées à ce domaine. Ces contraintes techniques incluent la diversité des terminaux web et de leurs affichages, l'accessibilité, les spécificités des différents langages et processus, la portabilité, le respect des recommandations du W3C, etc.
Le web design d'un site se présente en premier temps sous forme de maquette fonctionnelle avec des spécifications techniques : ergonomie, charte graphique, identité visuelle, marketing, interactivité. 
Un site web peut être constitué par une simple page statique au format HTML éventuellement  mise en forme ou enrichie de CSS incluant des images et des liens vers d'autres contenus, ou constitué de contenus dynamiques ou l'on peut greffer des fonctionnalités pour le rendre interactif avec des services programmés en Java, PHP ou autre langage serveur, des formulaires supposant un traitement en JavaScript, ou Ajax. Il peut reposer sur des technologies de base de données, par exemple MySQL ou MongoDB..
"
